name,telNum,neighborhood,address,hh_sun,hh_mon,hh_tues,hh_wed,hh_thurs,hh_fri,hh_sat
The Taco Shop,(212) 675-1955,West Village,"166 W 4th St., New York, NY 10014",,,,,,,
The Tangled Vine,(646) 863-3896,Upper West Side,"434 Amsterdam Ave., New York, NY 10024",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM
The Tapp,(914) 703-6022,Tarrytown,"17 N Broadway, Tarrytown, NY 10591",,,,,,,
The Tavern At Croton Landing,(914) 271-8020,Croton-on-Hudson,"41 N Riverside Ave., Croton-on-Hudson, NY 10520",,,,,,,
The Ten Bells,(212) 228-4450,Lower East Side,"247 Broome St., New York, NY 10002",3PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,3PM-7PM
The Thirsty Fan,(212) 216-9355,Midtown West,"254 W 31st St., New York, NY 10001",1PM-Close,3PM-8PM,3PM-8PM|5PM-Close,5PM-Close,5PM-Close,4PM-Close,1PM-Close
The Thirsty Scholar,(212) 777-6514,East Village,"155 Second Ave., New York, NY 10003",5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM
The Three Monkeys,(212) 586-2080,Theater District,"236 W 54th St., New York, NY 10019",,,,,,,
The Tippler,(212) 206-0000,Meatpacking District,"425 W 15th St., New York, NY 10011",,,,,,,
The Todd English Food Hall,(212) 986-9260,Midtown West,"One West 58th St., New York, NY 10017",,,,,,,
The Top of The Standard,(212) 645-4646,Meatpacking District,"848 Washington St., New York, NY 10014",,,,,,,
The Topaz,(347) 770-7217,East Williamsburg,"251 Bushwick Ave., Brooklyn, NY 11206",,,,,,,
The Trailer Park Lounge,(212) 463-8000,Chelsea,"271 W 23rd St., New York, NY 10011",,,,,,,
The Triple Crown Bar,(212) 736-1575,Chelsea,"330 7th Ave., New York, NY 10003",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
The Ugly Kitchen,(212) 777-6677,East Village,"103 1st Ave., New York, NY 10003",,5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,
The Uncommons,(646) 543-9215,Greenwich Village,"230 Thompson St., New York, NY 10012",,,,,,,
The Up & Up,(212) 260-3000,Greenwich Village,"116 MacDougal St., New York, NY 10012",,,,,,,
The Upholstery Store,(212) 352-2300,West Village,"713 Washington St., New York, NY 10014",,,,,,,
The Upsider,(646) 726-4760,Midtown East,"1004 2nd Ave., New York, NY 10022",,,,,,,
The Village Tavern,(212) 741-1935,West Village,"46 Bedford St., New York, NY 10014",,,,,,,
The Village Underground,(212) 777-7745,Greenwich Village,"130 W 3rd St., New York, NY 10012",,,,,,,
The Villager,(631) 482-8585,Babylon,"260 Deer Park Ave., Babylon, NY 11702",,,,,,,
The Waiting Room,(732) 382-0900,Rahway,"66 E Cherry St., Rahway, NJ 07065",,,,,,,
The Water Club,(212) 683-3333,Stuyvesant Town,"500 E 30th St., New York, NY 10016",,,,,,,
The Watering Hole,(212) 674-5783,Flatiron,"106 E 19th St., New York, NY 10003",,,,,,,
The Waverly Inn,(917) 828-1154,West Village,"16 Bank St., New York, NY 10014",,,,,,,
The Wayfarer,(212) 691-0030,Midtown West,"101 W 57th St., New York, NY 10019",,,,,,,
The Wayland,(212) 777-7022,East Village,"700 E 9th St., New York, NY 10009",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
The Waylon,(212) 265-0010,Midtown West,"736 10th Ave., New York, NY 10019",,,,,,,
The West 79th Street Boat Basin Cafe,(212) 496-5542,Upper West Side,"W 79th St. at Riverside Dr., New York, NY 10025",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
The West End Lounge,(212) 531-4759,Manhattan Valley,"955 W End Ave., New York, NY 10025",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
The Wharf,(718) 474-8807,Rockaway Park,"416 Beach 116th St., Rockaway Park, NY 11694",,,,,,,
The Wheeltapper Pub,(212) 351-6800,Midtown East,"141 E 44th St., New York, NY 10017",,4PM-8PM,4PM-8PM,,,,
The Whiskey Brooklyn,(718) 387-8444,Williamsburg - North Side,"44 Berry St., Brooklyn, NY 11211",,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,
The Whiskey Rebel,(212) 686-3800,Flatiron,"129 Lexington Ave., New York, NY 10016",,,,,,,
The Whiskey Ward,(212) 477-2998,Lower East Side,"121 Essex St., New York, NY 10002",All Night,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM
The Wicked Monk,(347) 497-5152,Bay Ridge,"9510 3rd Ave., Brooklyn, NY 11209",,,,,,,
The Wild Rover Pub,(201) 662-9453,Guttenberg,"7103 Park Ave., Guttenberg, NJ 07093",,,,,,,
The Wilky,(718) 484-7458,Bedford Stuyvesant,"108 Patchen Ave., Brooklyn, NY 11221",,Open-7PM,Open-7PM,Open-7PM,Open-7PM,Open-7PM,
The Windsor,(646) 380-5301,Chelsea,"410 Park Ave. S, New York, NY 10016",12PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,12PM-8PM
The Winery at St George,(914) 455-4272,Mohegan Lake,"1715 E Main St., Mohegan Lake, NY 10547",,,,,,,
The Winslow,(212) 777-7717,Gramercy,"243 E 14th St., New York, NY 10003",,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,
The Wren,(212) 388-0148,East Village,"344 Bowery, New York, NY 10012",,,,,,,
The Writing Room,(212) 335-0075,Upper East Side,"1703 2nd Ave., New York, NY 10128",,,,,,,
The Wu Room,323-309-9657,Chinatown,"93 Bowery, New York, NY 10002",6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM
Therapy,(212) 397-1700,Hell's Kitchen,"348 W 52nd St., New York, NY 10019",,,,,,,
Third Avenue Ale House,(646) 559-9131,Upper East Side,"1644 3rd Ave., New York, NY 10128",,,,,,,
Third Floor Cafe,(212) 481-3669,Koreatown,"315 5th Ave., New York, NY 10016",,,,,,,
Thomas Joseph's Sports Bar,(718) 347-2044,Floral Park,"271-11 Union Turnpike, New Hyde Park, NY 11040",,,,,,,
Three Jolly Pigeons,(718) 745-9350,Bay Ridge,"6802 3rd Ave., Brooklyn, NY 11226",,,,,,,
Three of Cups,(212) 388-0059,East Village,"83 1st Ave., New York, NY 10003",,,,,,,
Threes Brewing,(718) 522-2110,Gowanus,"333 Douglass St., Brooklyn, NY 11217",,,,,,,
Tijuana Picnic,(212) 219-2000,Lower East Side,"151 Essex St., Manhattan, NY 10002",,,,,,,
Tile Bar,(212) 254-4317,East Village,"115 First Ave., New York, NY 10003",,,,,,,
Till & Sprocket,(212) 239-0570,Midtown West,"140 W 30th St., New York, NY 10001",,,,,,,
Timmy's By The River,(212) 860-9191,Upper East Side,"1737 York Ave., New York, NY 10128",,,,,,,
Tin Marin,(718) 884-4800,Riverdale,"3708 Riverdale Ave., Bronx, NY 10463",,,,,,,
Tiny's & the Bar Upstairs,(212) 374-1135,TriBeCa,"135 W Broadway, New York, NY 10013",,,,,,,
Tio Pepe,(212) 242-6480,West Village,"168 W 4th St., New York, NY 10014",,,,,,,
Tip Top Bar & Grill,(718) 857-9744,Clinton Hill,"432 Franklin Ave., Brooklyn, NY 11238",,,6PM-8PM,6PM-8PM,,,
Tipsy Parson,(212) 620-4545,Chelsea,"156 9th Ave., New York, NY 10011",,,,,,,
Tir Na Nog,(212) 760-0072,Hell's Kitchen,"315 W 39th St., New York, NY 10018",4PM-7PM|11PM-1AM,4PM-7PM|11PM-1AM,4PM-7PM|11PM-1AM,4PM-7PM|11PM-1AM,4PM-7PM|11PM-1AM,4PM-7PM|11PM-1AM,4PM-7PM|11PM-1AM
Tito Rad's Grill & Restaurant,(718) 205-7299,Woodside,"49-10 Queens Blvd., Woodside, NY 11377",,,,,,,
Toad Hall,(212) 431-8145,SoHo,"57 Grand St., New York, NY 10013",,,,,,,
Toast,(212) 662-1144,Harlem,"3157 Broadway, New York, NY 10027",,,,,,,
Toloache,(212) 581-1818,Theater District,"251 W 50th St., New York, NY 10019",,,,,,,
Tom & Jerry's,(212) 260-5045,NoHo,"288 Elizabeth St., New York, NY 10012",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Tommy Bahama Restaurant & Bar - New York,(212) 537-0960,Midtown East,"551 5th Ave., New York, NY 10176",,,,,,,
Tommy Fox's Public House,(201) 384-0900,Bergenfield,"32 S Washington Ave., Bergenfield, NJ 07621",,,,,,4PM-7PM,
Tommy's Tavern,(718) 383-9699,Greenpoint,"1041 Manhattan Ave., Brooklyn, NY 11222",,,,,,,
Tonic Bar & Restaurant,(212) 382-1059,Midtown West,"727 7th Ave., New York, NY 10019",,4PM-8PM,4PM-8PM|8PM-12AM,4PM-8PM,4PM-8PM,4PM-8PM,
Tonic East,(212) 683-7090,Midtown East,"411 East 3rd Ave., New York, NY 10016",,11AM-4AM,11AM-10PM,11AM-10PM,11AM-8PM,11AM-10PM,
Tony's Di Napoli,(212) 221-0100,Theater District,"147 W 43rd St., New York, NY 10036",,,,,,,
Top Hops,(212) 254-4677,Lower East Side,"94 Orchard St., New York, NY 10002",,,,,,,
Top of the Strand,(212) 448-1024,Midtown West,"33 West 37th St. 21st floor, New York, NY 10018",,,,,,,
Tortaria,(212) 776-1830,Union Square,"94 University Pl., New York, NY 10003",,,,,,,
Tortilla Flats,(212) 243-1053,West Village,"767 Washington St., New York, NY 10014",,,,,,,
Tosca Cafe,(718) 239-3300,Throgs Neck,"4038 E Tremont Ave., Bronx, NY 10465",,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,3PM-6PM,
Toshi's Living Room,(917) 432-8810,Flatiron,"1141 Broadway, New York, NY 10001",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,6PM-8PM
Totto Ramen,(212) 582-0052,Hell's Kitchen,"366 W 52nd St., New York, NY 10019",,,,,,,
Tracks Raw Bar & Grill,(212) 244-6350,Midtown West,"1 Penn Plz, New York, NY 10119",,,,,,,
Trademark Taste & Grind,(646) 858-2320,Midtown West,"38 W 36th St., New York, NY 10018",,,,,,,
Tradesman,(718) 386-5300,East Williamsburg,"222 Bushwick Ave., Brooklyn, NY 11206",12PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,2PM-9PM,12PM-9PM
Trading Post,(646) 370-3337,South Street Seaport,"170 John St., New York, NY 10038",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Trattoria Trecolori,(212) 997-4540,Theater District,"254 W 47th St., New York, NY 10036",,,,,,,
tre,(212) 353-3353,Lower East Side,"173 Ludlow St., New York, NY 10002",5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM
Treadwell Park,(212) 832-1551,Upper East Side,"1125 1st Ave., New York, NY 10065",,,,,,,
Trece Mexican Cuisine & Tequila Bar,(212) 477-5577,Union Square,"54 E 13th St., New York, NY 10003",,,,,,,
Trestle On Tenth,(212) 645-5659,Chelsea,"242 10th Ave., New York, NY 10001",,,,,,,
Tribeca Grand's Church Bar,(212) 519-6500,TriBeCa,"2 Avenue of the Americas, New York, NY 10013",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Tribeca Grill,(212) 941-3900,TriBeCa,"375 Greenwich St., New York, NY 10013",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Trinity Place,(212) 964-0939,Financial District,"115 Broadway, New York, NY 10006",,4PM-6PM,4PM-6PM,4PM-6PM,3PM-11PM,4PM-6PM,
Trinity Pub,(212) 327-4450,Upper East Side,"229 E 84th St., New York, NY 10028",4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM
Trinity Restaurant & Bar,(516) 358-5584,Floral Park,"190 Jericho Tpke, Floral Park, NY 11001",,,,,,,
Triona's,(212) 982-5222,Greenwich Village,"237 Sullivan St., New York, NY 10012",,,,,,,
Troost,(347) 889-6761,Greenpoint,"1011 Manhattan Ave., Brooklyn, NY 11222",All Day,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,All Day
Trophy Bar,(347) 227-8515,South Williamsburg,"351 Broadway, Brooklyn, NY 11211",2PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,2PM-8PM
Tropical 128,(212) 925-8219,Little Italy,"128 Elizabeth St., New York, NY 10013",,,,,,,
Troy Liquor Bar,(212) 699-2410,West Village,"675 Hudson St., New York, NY 10014",,,,,,,
TØRST,(718) 389-6034,Greenpoint,"615 Manhattan Ave., Brooklyn, NY 11222",,,,,,,
Tryon Public House,(646) 918-7129,Washington Heights,"4740 Broadway, New York, NY 10040",,,,,,,
Turkish Grill,(718) 392-3838,Sunnyside,"42-03 Queens Blvd., Sunnyside, NY 11104",,,,,,,
Turnmill,(646) 524-6060,Flatiron,"119 E 27th St., New York, NY 10016",12:30PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,12PM-7PM,12PM-7PM,12:30PM-7PM
Turntable Mad for Chicken,(212) 714-9700,Midtown West,"314 5th Ave., New York, NY 10001",,,,,,,
Turtle Bay,(212) 223-4224,Midtown East,"987 2nd Ave., New York, NY 10022",All Day,5PM-Close,5PM-Close,5PM-1AM,6PM-9PM,6PM-9PM,8PM-11PM
Tuttles,(646) 422-7072,Murray Hill,"735 2nd Ave., New York, NY 10016",,,,,,,
Twins Pub,(212) 564-7288,Midtown West,"421 9th Ave., New York, NY 10001",All Day,All Day,All Day,All Day,All Day,All Day,All Day
Twist and Smash'd Sports,(718) 806-1542,Astoria,"34-02 Steinway St., Astoria, NY 11101",,,,,,,
Twisted Elm,(201) 791-3705,Elmwood Park,"435 River Dr., Elmwood Park, NJ 07407",,,,,,,
Two Lizards Mexican Bar & Grill,(212) 734-2447,Upper East Side,"1365 1st Ave., New York, NY 10021",12PM-7PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-7PM,12PM-7PM
two8two Bar & Burger,(718) 596-2282,Cobble Hill,"282 Atlantic Ave., Brooklyn, NY 11201",,,,,,,
Txikito,(212) 242-4730,Chelsea,"240 9th Ave., New York, NY 10001",,,,,,,
Udom Thai Restaurant,(718) 622-8424,Prospect Heights,"661 Washington Ave., Brooklyn, NY 11238",,,,,,,
Uglyduckling,(718) 451-3825,Cobble Hill,"166 Smith St., Brooklyn, NY 11201",,,,,,,
Ulysses Folk House,(212) 482-0400,Financial District,"95 Pearl St., New York, NY 10004",11AM-3PM,4PM-?,5PM-7PM,All Night,,,11AM-5PM
Umami Burger,(212) 677-8626,Greenwich Village,"432 6th Ave., New York, NY 10011",,,,,,,
Uncle Barry's,(718) 622-4980,Park Slope,"58 5th Ave., Brooklyn, NY 11217",,,,,,,
Uncle Charlie's,(212) 661-9097,Midtown East,"139 E 45th St., New York, NY 10017",All Day,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
Uncle Jack's Steakhouse,(212) 245-1550,Midtown West,"44 W 56th St., New York, NY 10019",,,,,3PM-8PM,,
Uncorked Wine & Tapas,(646) 429-8365,Midtown East,"344 E 59th St., New York, NY 10022",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Underballs,(212) 257-4363,Chelsea,"200 9th Ave., New York, NY 10011",,,,,,,
Underdog Bar & Grill,(973) 720-5999,Haledon,"4 Church St., Haledon, NJ 07508",,,,,,,
Union Fare Restaurant,(212) 633-6003,Flatiron,"6 E 18th St., New York, NY 10003",,,,,,,
Union Hall,(718) 638-4400,Park Slope,"702 Union St., Brooklyn, NY 11215",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Union Pool,(718) 609-0484,Williamsburg - North Side,"484 Union Ave., Brooklyn, NY 11211",,,,,,,
Union Square Cafe,(212) 243-4020,Flatiron,"101 E 19th St., New York, NY 10003",,,,,,,
Uno Pizzeria & Grill,(718) 706-8800,Astoria,"37-11 35th Ave., Long Island City, NY 11101",,,,,,,
Up On 20 Rooftop Lounge,(212) 330-1234,Koreatown,"30 West 31st Street, New York, NY 10001",,,,,,,
Upright Brew House,(212) 810-9944,West Village,"547 Hudson St., New York, NY 10014",4PM-7PM,2PM-7PM,2PM-7PM,2PM-7PM,2PM-7PM,2PM-7PM,4PM-7PM
Upstairs At the Kimberly,(212) 888-1220,Midtown East,"145 E 50th St., New York, NY 10022",,,,,,,
Upstairs Bar,(212) 719-2300,Midtown,"59 W 46th St., Manhattan, NY 10036",All Night,All Night,All Night,All Night,All Night,All Night,All Night
Upstairs Restaurant,(973) 744-4144,Montclair,"608 Valley Rd., Montclair, NJ 07043",,,,,,,
Upstate,(917) 408-3395,East Village,"95 1st Ave., New York, NY 10003",,,,,,,
Uva,(212) 472-4552,Upper East Side,"1486 2nd Ave., New York, NY 10075",,,,,,,
V Bar,(212) 473-7200,East Village,"132 1st Ave., New York, NY 10009",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Vai,(212) 362-4500,Upper West Side,"429 Amsterdam Ave., New York, NY 10023",,,,,,,
Valhalla,(212) 757-2747,Hell's Kitchen,"815 9th Ave., New York, NY 10019",,,,,,,
Vamos! Tacos & Tequila,(212) 358-7800,Stuyvesant Town,"348 First Ave., New York, NY 10010",,,,,,,
Van Diemens,(212) 532-1123,Kips Bay,"383 3rd Ave., New York, NY 10079",12PM-8PM,5PM-Close,5PM-Close,5PM-Close,12PM-8PM,12PM-8PM,11AM-8PM
Vandal,(212) 400-0199,Lower East Side,"199 Bowery, New York, NY 10002",,,,,,,
Vanguard Wine Bar,(212) 799-9463,Upper West Side,"189 Amsterdam Ave., New York, NY 10023",,,,,,,
Vapiano,(212) 777-9477,Union Square,"113 University Pl, New York, NY 10003",,,,,,,
Vauxhall,(631) 425-0222,Huntington,"26 Clinton Ave., Huntington, NY 11743",,,,,,,
Vazacs Horseshoe Bar,(212) 677-6742,East Village,"108 Ave. B, New York, NY 10009",,,,,,,
Vbar St Marks,(212) 473-7200,East Village,"132 1st Ave., New York, NY 10009",,,,,,,
Vella Wine Bar+ Kitchen,(212) 335-0456,Upper East Side,"1480 2nd Ave., New York, NY 10075",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM|10PM-2AM,4PM-7PM
Velvet Rope Lounge,(347) 554-8511,Brighton Beach,"3212-3214 Coney Island Ave., Brooklyn, NY 11235",,,,6PM-12AM,,,
Verde Wine Bar and Ristorante,(631) 242-8902,Deer Park,"450 Commack Rd., Deer Park, NY 11729",,,,,,,
Verlaine,(212) 614-2494,Lower East Side,"110 Rivington St., New York, NY 10002",5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM
Vero Uptown,(212) 452-3354,Upper East Side,"1483 2nd Ave., New York, NY 10021",,All Night,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Vespa Italian Kitchen & Bar,(516) 586-8542,Farmingdale,"282 Main St., Farmingdale, NY 11735",,,,,,,
Vetro by Russo's on the Bay,(718) 843-8387,Howard Beach,"164-49 Crossbay Blvd., Howard Beach, NY 11414",,,,,,,
Vezzo Thin Crust Pizza,(212) 839-8300,Midtown East,"178 Lexington Ave., New York, NY 10016",,,,,,,
Vibes,(718) 262-0433,Jamaica,"143-06 Liberty Ave., Jamaica, NY 11435",,,,,,,
ViceVersa Restaurant,(212) 399-9291,Hell's Kitchen,"325 W 51st St., New York, NY 10019",4:30PM-8PM,4:30PM-8PM,4:30PM-8PM,4:30PM-8PM,4:30PM-8PM,4:30PM-8PM,4:30PM-8PM
Victor's Cafe,(212) 586-7714,Theater District,"236 W 52nd St., New York, NY 10019",,,,,,,
Vig Bar,(212) 625-0011,Nolita,"12 Spring St., New York, NY 10012",,,,,,,
Village Pourhouse,(212) 979-2337,East Village,"64 3rd Ave., New York, NY 10003",,,,,,,
Village Vanguard,(212) 255-4037,West Village,"178 7th Ave. S, New York, NY 10014",,,,,,,
Vin Sur Vingt,(212) 924-4442,West Village,"201 W 11th St., New York, NY 10014",,,,,,,
Vinateria,(212) 662-8462,Harlem,"2211 Federick Douglass Blvd., New York, NY 10027",,,,,,,
Vinegar Hill House,(718) 522-1018,Vinegar Hill,"72 Hudson Ave., Brooklyn, NY 11201",,,,,,,
VinoTapa,(212) 725-8466,Kips Bay,"201 E 31st St., New York, NY 10016",,,,,,,
Vintage 1891 Larchmont Wine Lounge,(914) 834-9463,Larchmont Village,"2098 Boston Post Rd., Larchmont, NY 10538",,,,,,,
Vintry Wine and Whiskey,(212) 480-9800,Financial District,"57 Stone St., New York, NY 10004",,,,,,,
Virgil's Real Barbecue,(212) 921-9494,Theater District,"152 W 44th St., New York, NY 10036",,,,,,,
Virgola - Oysters & Italian Wine Bar,noval,West Village,"28 Greenwich Ave., New York, NY 10011",,,,,,,
Vitae,(212) 682-3562,Midtown East,"4 E 46th St., New York, NY 10017",,,,,,,
V{IV} Bar & Restaurant,(212) 581-5999,Theater District,"717 9th Ave., New York, NY 10019",,,,,,,
Viva Tapas Bar and Lounge,(212) 567-1084,Washington Heights,"65 Sherman Ave., New York, NY 10034",,,,,,,
Viva Toro,(718) 384-2138,Williamsburg - North Side,"188 Berry St., Brooklyn, NY 11249",,,,,,,
Vivi Bubble Tea,(212) 566-6833,Chinatown,"49 Bayard St., New York, NY 10013",,,,,,,
Vol de Nuit,(212) 982-3388,Greenwich Village,"148 W 4th St., New York, NY 10012",,,,,,,
Von,(212) 473-3039,NoHo,"3 Bleecker St., New York, NY 10012",3PM-5PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,3PM-5PM
VU Rooftop Bar,(212) 991-8842,Midtown West,"17 W 32nd St., New York, NY 10001",,,,,,,
Vynl,(212) 974-2003,Hell's Kitchen,"756 9th Ave., New York, NY 10019",,,,,,,
W New York,(212) 755-1200,Midtown East,"541 Lexington Ave., New York, NY 10022",,,,,,,
WA Bar & Chicken,(212) 967-2228,Korea Town,"28 W 32nd St., New York, NY 10001",5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,5PM-Midnight,,
Walker's,(212) 941-0142,TriBeCa,"16 N Moore St., New York, NY 10013",,,,,,,
Wallflower,(646) 682-9842,West Village,"235 W 12th St., New York, NY 10014",,,,,,,
Walter's,(718) 488-7800,Fort Greene,"166 DeKalb Ave., Brooklyn, NY 11217",,,,,,,
Walter's Bar,(212) 502-4023,Chelsea,"389 8th Ave., New York, NY 10001",,,,,,,
Warren 77,(212) 227-8994,TriBeCa,"77 Warren St., New York, NY 10007",,,,,,,
Washington Commons,(718) 230-3666,Prospect Heights,"748 Washington Ave., Brooklyn, NY 11238",,,,,,,
Wassail,(646) 918-6835,Lower East Side,"162 Orchard St., New York, NY 10002",,,,,,,
Waterzooi,(516) 877-2177,Garden City,"850 Franklin Ave., Garden City, NY 11530",,,,,,,
Welcome to the Johnsons,(212) 420-9911,Lower East Side,"123 Rivington St., New York, NY 10002",,3PM-9PM,3PM-9PM,3PM-9PM,3PM-9PM,1PM-9PM,1PM-9PM
West 3rd Common,(212) 529-2059,Greenwich Village,"1 W 3rd St., New York, NY 10012",4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM
West Bank Cafe,(212) 695-6909,Hell's Kitchen,"407 W 42nd St., New York, NY 10036",,,,,,,
West End Bar & Grill,(212) 707-8986,Hell's Kitchen,"813 8th Ave., New York, NY 10019",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
West End Hall,(212) 662-7200,Manhattan Valley,"2756 Broadway, New York, NY 10025",,,,,,,
West Side Steakhouse,(212) 564-4803,Hell's Kitchen,"597 10th Ave., New York, NY 10036",,,,,,,
Westside Tavern,(212) 366-3738,Chelsea,"360 W 23rd St., New York, NY 10011",,5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,5PM-9PM,
Wheated,(347) 240-2813,Flatbush,"905 Church Ave., Brooklyn, NY 11218",,,,,,,
Whiskey Blue,(212) 407-2947,Midtown East,"541 Lexington Ave., New York, NY 10022",,,,,,,
Whiskey Social,(646) 726-4476,Greenwich Village,"35 W 8th St., New York, NY 10011",,,,,,,
Whiskey Tavern,(212) 374-9119,Chinatown,"79 Baxter St., New York, NY 10013",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Whiskey Trader,(212) 582-2223,Midtown West,"71 W 55th St., New York, NY 10019",4PM-7PM,4PM-5PM,4PM-5PM,4PM-5PM,4PM-5PM,4PM-5PM,4PM-7PM
Whisper's Lounge,(718) 944-1136,Pelham Gardens,"1246 E Gun Hill Rd., Bronx, NY 10469",,,,,,,
White Horse Tavern,(212) 989-3956,West Village,"567 Hudson St., New York, NY 10014",,,,,,,
White Oak Oyster Bar & Cocktail Lounge,(646) 692-9347,Midtown West,"818 10th Ave., New York, NY 10019",,,,,,,
White Star Bar,(201) 653-9234,Jersey City,"230 Brunswick St., Jersey City, NJ 07302",,,,All NIght,,All Night,
White Tiger,(718) 552-2272,Prospect Heights,"601 Vanderbilt Ave., Brooklyn, NY 11238",,,,,,,
Whitman & Bloom,(212) 725-4110,Murray Hill,"384 3rd Ave., New York, NY 10016",12PM-4AM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,12PM-6PM
Whitman's,(212) 228-8011,East Village,"406 E 9th St., New York, NY 10009",,,,,,,
Wicked Willy's,(212) 254-8592,Greenwich Village,"149 Bleecker St., New York, NY 10012",12PM-9PM,All Day,3PM-9PM,3PM-9PM,3PM-9PM,3PM-9PM,1PM-9PM
Wilfie & Nell,(212) 242-2990,West Village,"228 W 4th St., New York, NY 10014",Noon-4PM,,,,,,Noon-4PM
William Hallet,(718) 269-3443,Astoria,"36-10 30th Ave., Astoria, NY 11106",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Willie McBrides,(201) 610-1522,Hoboken,"616 Grand St., Hoboken, NJ 07030",,,,,,,
Windfall Restaurant,(212) 869-4606,Midtown West,"23 W 39th St., New York, NY 10018",,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,
Windies Restaurant & Bar,(718) 736-9414,Queens Village,"21606 Jamaica Ave., Queens Village, NY 11428",,,,,,,
Windy City Ale House,(718) 630-5700,Bay Ridge,"7915 3rd Ave., Brooklyn, NY 11209",,,,,,,
Wine Escape,(212) 262-7000,Hell's Kitchen,"405 W 44th St., New York, NY 10036",,,,,,,
Wine Time,(347) 502-7274,Little Neck,"40-45 235th St., Douglaston, NY 11363",,,,,,,
Wine:30,(212) 481-0197,Midtown East,"41 E 30th St., New York, NY 10016",,,,,,,
Wine:34,(212) 213-1700,Murray Hill,"127 E 34th St., New York, NY 10016",,,,,,,
Wined Up,(212) 673-6333,Flatiron,"913 Broadway, 2nd FLOOR, New York, NY 10010",4PM-7PM,Noon-7PM,Noon-7PM,Noon-7PM,Noon-7PM,Noon-7PM,Noon-7PM
Wise Men,(646) 590-4244,NoHo,"355 Bowery, New York, NY 10003",6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM,6PM-8PM
Wogies,(212) 229-2171,West Village,"39 Greenwich Ave., New York, NY 10014",,All Day,All Day,All Day,All Day,All Day,
